ID,TARGET
1190,0.027405515
1194,0.0027846023
1196,0.031107409
1199,0.016540024
1200,0.057223693
1201,0.021453727
1202,0.031473942
1206,0.17513303
1207,0.035328727
1208,0.0027846023
1212,0.038758654
1216,0.002014279
1219,0.016540024
1221,0.011393407
1222,0.0027846023
1225,0.011342255
1227,0.016540024
1230,0.030783676
1231,0.016540024
1232,0.016540024
1233,0.002014279
1234,0.115097225
1235,0.016448647
1236,0.1766886
1237,0.026759576
1238,0.031620506
1239,0.011342255
1240,0.028951185
1241,0.008120495
1244,0.039994873
1245,0.032801002
1247,0.016540024
1250,0.028640283
1251,0.002014279
1257,0.008120495
1259,0.0027846023
1266,0.034396283
1267,0.17513303
1268,0.010216993
1270,0.18040957
1272,0.02870999
1273,0.052929904
1276,0.023759454
1278,0.0027846023
1279,0.046695117
1283,0.022882653
1284,0.016540024
1286,0.009838256
1289,0.04750148
1290,0.0027846023
1292,0.016410451
1293,0.016448647
1294,0.06338844
1296,0.07392478
1298,0.0125626465
1299,0.1938594
1301,0.0027846023
1304,0.027533635
1306,0.021905374
1308,0.039105814
1310,0.036288217
1311,0.0027846023
1312,0.036606092
1315,0.0027846023
1318,0.06633442
1319,0.010202532
1320,0.002014279
1323,0.0027846023
1324,0.030489273
1325,0.043051403
1326,0.03158541
1329,0.1766886
1331,0.026562778
1332,0.016540024
1335,0.0027846023
1336,0.16436605
1338,0.03158541
1340,0.17513303
1342,0.002014279
1345,0.0125626465
1347,0.002014279
1349,0.016540024
1350,0.028640283
1351,0.013098186
1354,0.014213724
1355,0.016540024
1356,0.016540024
1359,0.074665874
1361,0.16436605
1362,0.16438848
1363,0.18040957
1365,0.032562986
1366,0.030314488
1367,0.016540024
1368,0.006958205
1369,0.0027846023
1370,0.037252065
1371,0.011342255
1372,0.0946608
1374,0.0027846023
1375,0.17513303
1376,0.039001986
1379,0.012133708
1380,0.016540024
1383,0.016540024
1387,0.05809353
1388,0.016540024
1389,0.018445276
1390,0.043695014
1394,0.027617225
1396,0.17380749
1397,0.043210946
1399,0.037348226
1400,0.035631776
1402,0.0318109
1403,0.025217382
1404,0.07698146
1405,0.021797946
1407,0.023593368
1409,0.0125626465
1413,0.0027846023
1415,0.039001986
1416,0.042507008
1418,0.0027846023
1422,0.0027846023
1423,0.008924419
1425,0.015406083
1428,0.016540024
1429,0.05809353
1430,0.016540024
1431,0.028640283
1432,0.021453727
1434,0.0027846023
1435,0.002014279
1436,0.17513303
1438,0.011980708
1443,0.05752901
1445,0.028640283
1446,0.02153607
1453,0.003477201
1456,0.0074023833
1458,0.016448647
1459,0.008315582
1460,0.028640283
1461,0.065642625
1462,0.17513303
1463,0.016540024
1466,0.16877298
1467,0.016540024
1469,0.05976424
1470,0.010202532
1471,0.1938594
1473,0.0027846023
1476,0.01191656
1477,0.031207813
1481,0.016540024
1482,0.035631776
1485,0.115097225
1486,0.18040957
1490,0.03158541
1491,0.1938594
1493,0.021453727
1494,0.040637977
1500,0.045530375
1504,0.058331896
1506,0.008120495
1509,0.021052957
1512,0.037252065
1514,0.033637468
1518,0.016540024
1520,0.0027846023
1522,0.037726376
1525,0.1938594
1526,0.115097225
1529,0.16877298
1530,0.037348226
1532,0.002014279
1533,0.039001986
1537,0.01737227
1542,0.019065911
1544,0.022882653
1545,0.1766886
1546,0.18040957
1549,0.053735502
1551,0.002014279
1552,0.0027846023
1555,0.021552734
1556,0.0027846023
1558,0.17380749
1560,0.008120495
1561,0.030156614
1562,0.0125626465
1563,0.0027846023
1566,0.009838256
1568,0.041553866
1570,0.016540024
1575,0.1766886
1577,0.021905374
1579,0.010921905
1581,0.02903944
1582,0.048611507
1585,0.037348226
1586,0.006958205
1587,0.0075546415
1593,0.016540024
1597,0.06354662
1599,0.03719679
1608,0.0027846023
1609,0.016540024
1612,0.035631776
1615,0.002014279
1616,0.029536413
1618,0.03361902
1619,0.0027846023
1624,0.008120495
1625,0.048111856
1627,0.011393407
1628,0.18040957
1635,0.0027846023
1636,0.115097225
1637,0.016540024
1640,0.021552734
1642,0.043210946
1645,0.016540024
1647,0.008120495
1648,0.18040957
1650,0.011708681
1651,0.027405515
1653,0.011393407
1654,0.0027846023
1655,0.0069222297
1656,0.042345986
1657,0.115097225
1659,0.16438848
1661,0.047208324
1662,0.014513105
1663,0.1766886
1664,0.025740767
1671,0.016540024
1673,0.016540024
1674,0.024073323
1678,0.002014279
1680,0.045493495
1682,0.02989335
1687,0.002014279
1689,0.0027846023
1690,0.028236717
1691,0.036288217
1692,0.024885187
1696,0.008315582
1701,0.04423202
1702,0.013595675
1705,0.016540024
1707,0.016540024
1711,0.021552734
1714,0.043695014
1715,0.17513303
1716,0.053735502
1717,0.0027846023
1719,0.002014279
1723,0.0027846023
1725,0.003477201
1726,0.16877298
1728,0.0027846023
1730,0.018820956
1731,0.021453727
1736,0.0028438738
1742,0.18040957
1745,0.045339532
1747,0.1766886
1749,0.040637977
1750,0.05752901
1751,0.008924419
1752,0.039105814
1753,0.042345986
1754,0.011312554
1758,0.06867773
1759,0.039105814
1760,0.009028988
1761,0.016540024
1763,0.035631776
1765,0.034293227
1767,0.042507008
1768,0.002014279
1769,0.007173614
1774,0.034272775
1775,0.039001986
1776,0.002014279
1777,0.021905374
1779,0.03522848
1780,0.0027846023
1783,0.0027846023
1784,0.010023185
1785,0.018029038
1789,0.016540024
1790,0.030038383
1792,0.030156614
1793,0.053735502
1795,0.008120495
1796,0.0035171607
1798,0.030728294
1802,0.012910291
1803,0.062153365
1805,0.015886743
1806,0.0633281
1809,0.026521677
1810,0.0027846023
1812,0.016540024
1813,0.027592473
1814,0.031107409
1815,0.03240587
1817,0.031620506
1818,0.034787383
1819,0.035631776
1820,0.06894823
1821,0.025217382
1823,0.03678059
1826,0.030156614
1827,0.031620506
1829,0.1766886
1831,0.0027846023
1833,0.036288217
1834,0.031595435
1837,0.022882653
1838,0.0027846023
1839,0.013730737
1840,0.041263178
1841,0.028640283
1842,0.0228038
1844,0.01563369
1845,0.052282054
1846,0.002014279
1847,0.002014279
1850,0.002014279
1851,0.016448647
1852,0.002014279
1860,0.026835881
1862,0.02234486
1864,0.16438848
1865,0.008120495
1866,0.01737227
1867,0.037252065
1870,0.08789269
1871,0.034272775
1872,0.016540024
1873,0.0027846023
1874,0.068982095
1876,0.0672041
1878,0.045339532
1879,0.18040957
1884,0.05976424
1885,0.006958205
1888,0.037252065
1893,0.008924419
1897,0.01542721
1901,0.0125626465
1902,0.0125626465
1903,0.0027846023
1905,0.042507008
1907,0.008120495
1908,0.18264873
1919,0.17513303
1921,0.17513303
1926,0.008120495
1928,0.012853785
1930,0.17513303
1933,0.020365609
1934,0.0125626465
1935,0.039531283
1939,0.16877298
1940,0.016540024
1942,0.017509246
1943,0.031226797
1945,0.021453727
1946,0.041553866
1948,0.016448647
1949,0.02234486
1952,0.022882653
1953,0.011393407
1955,0.021552734
1959,0.11440477
1963,0.008120495
1965,0.010177605
1967,0.016540024
1968,0.05705073
1969,0.0027846023
1970,0.056160863
1973,0.011393407
1977,0.042339735
1978,0.0027846023
1979,0.003477201
1988,0.016540024
1991,0.016540024
1994,0.0027846023
1996,0.0027846023
1997,0.0218093
1998,0.042507008
2000,0.03674762
2002,0.026944779
2004,0.037348226
2007,0.029705675
2008,0.011393407
2010,0.002014279
2011,0.08645776
2012,0.038114972
2015,0.015886743
2018,0.0027846023
2019,0.0027846023
2023,0.035631776
2024,0.043631956
2026,0.0125626465
2028,0.01563369
2029,0.011312554
2031,0.016540024
2033,0.016448647
2034,0.0946608
2037,0.1766886
2038,0.016540024
2039,0.023820184
2040,0.002014279
2042,0.008120495
2045,0.021905374
2048,0.025740767
2049,0.022882653
2050,0.024169257
2057,0.016540024
2061,0.021905374
2063,0.027182167
2067,0.014381984
2069,0.034396283
2070,0.016540024
2072,0.1766886
2073,0.028988754
2075,0.008120495
2076,0.037348226
2081,0.021552734
2082,0.033428922
2084,0.05337406
2085,0.08403775
2086,0.021552734
2088,0.016540024
2092,0.1766886
2093,0.010554039
2094,0.002014279
2096,0.10661795
2102,0.035631776
2103,0.115097225
2104,0.042507008
2108,0.1766886
2109,0.034787383
2111,0.022882653
2113,0.11849289
2116,0.04349096
2117,0.029705675
2118,0.02234486
2119,0.011393407
2120,0.0027846023
2121,0.011393407
2124,0.03678059
2125,0.027617225
2126,0.031620506
2127,0.17513303
2131,0.0027846023
2133,0.046128906
2134,0.025516657
2136,0.011393407
2137,0.06853781
2139,0.037348226
2144,0.0027846023
2145,0.07089146
2146,0.034272775
2149,0.017842026
2150,0.012241033
2151,0.02053723
2152,0.0136444755
2153,0.0027846023
2157,0.04075709
2158,0.021552734
2159,0.0036870558
2161,0.002014279
2163,0.0027846023
2166,0.027533635
2169,0.027025046
2171,0.18040957
2177,0.015524018
2179,0.034272775
2182,0.002014279
2184,0.16436605
2185,0.016448647
2186,0.013098186
2187,0.0028438738
2188,0.035085995
2189,0.002014279
2190,0.1766886
2194,0.0074023833
2195,0.011312554
2196,0.039658483
2198,0.05752901
2199,0.022312066
2200,0.021112481
2201,0.039155897
2203,0.034272775
2208,0.011393407
2209,0.031620506
2210,0.040667318
2211,0.002014279
2213,0.018271616
2214,0.012477185
2215,0.16438848
2216,0.0031298895
2218,0.014791979
2222,0.027617225
2224,0.002014279
2229,0.0218093
2230,0.011342255
2234,0.088001
2235,0.011342255
2237,0.016540024
2239,0.0027846023
2241,0.0218093
2242,0.021453727
2243,0.016540024
2244,0.0027846023
2245,0.010554039
2248,0.025951516
2251,0.040637977
2253,0.1938594
2254,0.018445276
2257,0.0027846023
2261,0.050023224
2262,0.021552734
2266,0.017509246
2269,0.0027846023
2275,0.012133708
2278,0.008120495
2279,0.017509246
2283,0.011708681
2284,0.025740767
2285,0.009028988
2286,0.002014279
2287,0.025781235
2289,0.115097225
2290,0.1766886
2291,0.021552734
2293,0.016540024
2300,0.036702167
2301,0.010921905
2302,0.06948622
2303,0.03512001
2304,0.0027846023
2305,0.042440295
2306,0.016448647
2307,0.035631776
2308,0.16438848
2311,0.035631776
2313,0.022882653
2315,0.0031298895
2316,0.016540024
2318,0.16438848
2322,0.018643923
2323,0.011393407
2325,0.02053723
2327,0.021552734
2328,0.05976424
2329,0.053735502
2330,0.065642625
2332,0.0027846023
2333,0.010202532
2334,0.030877728
2337,0.011342255
2338,0.047349352
2341,0.030877728
2344,0.037348226
2345,0.0069222297
2347,0.013720345
2348,0.07089146
2349,0.002014279
2350,0.046128906
2351,0.039994873
2358,0.03158541
2359,0.055545714
2361,0.021905374
2363,0.036855627
2364,0.028936125
2366,0.025775796
2369,0.002014279
2370,0.096847005
2373,0.027617225
2375,0.036288217
2377,0.037348226
2384,0.053735502
2385,0.02603583
2386,0.041170675
2387,0.0027846023
2388,0.018029038
2392,0.016540024
2393,0.016540024
2394,0.016540024
2395,0.07336888
2396,0.035631776
2397,0.011342255
2400,0.016540024
2401,0.02870999
2403,0.028640283
2407,0.26674694
2408,0.029705675
2410,0.008120495
2414,0.115097225
2416,0.1766886
2421,0.0027846023
2422,0.037348226
2423,0.037348226
2425,0.029705675
2430,0.008120495
2433,0.012241033
2434,0.028640283
2437,0.027617225
2438,0.016540024
2439,0.115097225
2440,0.053735502
2442,0.039001986
2444,0.048611507
2449,0.011312554
2456,0.021552734
2458,0.03858385
2462,0.011393407
2463,0.008315582
2464,0.008924419
2465,0.021453727
2466,0.008924419
2470,0.16438848
2476,0.016540024
2478,0.01542721
2482,0.16877298
2483,0.016540024
2484,0.17513303
2487,0.0027846023
2488,0.022882653
2493,0.0028438738
2494,0.017801546
2495,0.022882653
2499,0.021552734
2501,0.08789269
2503,0.03383324
2504,0.008120495
2507,0.021552734
2509,0.011393407
2511,0.016540024
2512,0.06815243
2515,0.010216993
2516,0.026691562
2517,0.016540024
2521,0.16436605
2525,0.002014279
2527,0.060360968
2528,0.0125626465
2529,0.0218093
2530,0.0032125455
2531,0.115097225
2533,0.0025588253
2537,0.021905374
2538,0.035631776
2539,0.048611507
2541,0.014853111
2542,0.115097225
2543,0.002014279
2544,0.0027846023
2545,0.015524018
2546,0.008315582
2548,0.027617225
2549,0.010216993
2555,0.0027846023
2556,0.028973654
2558,0.02603583
2561,0.1938594
2563,0.1766886
2566,0.030563315
2567,0.115097225
2572,0.010554039
2573,0.043051403
2574,0.016540024
2578,0.008120495
2580,0.03522848
2581,0.009028988
2582,0.009601591
2586,0.042440295
2588,0.008120495
2589,0.030156614
2591,0.016540024
2594,0.016448647
2595,0.017509246
2596,0.039001986
2597,0.013098186
2599,0.032242823
2600,0.016540024
2601,0.023913782
2611,0.017509246
2613,0.016540024
2614,0.010921905
2615,0.021552734
2616,0.1766886
2617,0.037252065
2618,0.010027548
2619,0.023155745
2626,0.003477201
2630,0.16204391
2632,0.010202532
2636,0.044744253
2639,0.027617225
2642,0.0027846023
2644,0.17513303
2647,0.016540024
2648,0.1938594
2649,0.09799152
2651,0.021905374
2652,0.05603597
2656,0.1766886
2658,0.026214067
2664,0.0027846023
2667,0.071801215
2669,0.016410451
2670,0.0027846023
2671,0.16438848
2672,0.1766886
2673,0.0027846023
2678,0.018445276
2679,0.027617225
2682,0.009601591
2684,0.020159947
2685,0.022882653
2687,0.01191656
2689,0.009838256
2700,0.0125626465
2701,0.016540024
2702,0.03561282
2704,0.037252065
2707,0.003477201
2710,0.028640283
2713,0.021552734
2715,0.036662165
2716,0.024637219
2724,0.0218093
2726,0.03923528
2727,0.011393407
2728,0.010725242
2730,0.0027846023
2731,0.031473942
2733,0.022882653
2736,0.016540024
2737,0.022882653
2739,0.06815243
2740,0.0027846023
2741,0.04349096
2745,0.025038222
2747,0.1938594
2749,0.00886555
2751,0.010554039
2752,0.031269595
2759,0.1938594
2760,0.0027846023
2764,0.006958205
2766,0.035631776
2769,0.039105814
2772,0.036288217
2773,0.0027846023
2774,0.008120495
2776,0.018445276
2779,0.016540024
2782,0.1938594
2783,0.008120495
2788,0.0027846023
2789,0.031620506
2791,0.011312554
2793,0.027405515
2794,0.0027846023
2796,0.0125626465
2801,0.028236717
2803,0.045339532
2804,0.009925022
2805,0.016540024
2806,0.17380749
2808,0.016448647
2809,0.016540024
2812,0.017509246
2814,0.1766886
2815,0.02870999
2816,0.031879615
2817,0.17513303
2819,0.050027736
2821,0.1766886
2822,0.024637219
2825,0.002014279
2827,0.0027846023
2829,0.021905374
2830,0.019284263
2831,0.0027846023
2833,0.002014279
2838,0.028619856
2839,0.01542721
2843,0.0027846023
2845,0.011393407
2849,0.02870999
2850,0.015365882
2852,0.036288217
2859,0.0125626465
2861,0.0027846023
2862,0.028640283
2863,0.058331896
2865,0.008120495
2866,0.1766886
2867,0.042507008
2869,0.023221469
2871,0.002014279
2872,0.016540024
2873,0.1766886
2874,0.016410451
2876,0.011342255
2877,0.0027846023
2880,0.16438848
2881,0.008120495
2882,0.022882653
2885,0.03422866
2886,0.01953753
2888,0.008924419
2889,0.041553866
2891,0.044744253
2892,0.018445276
2893,0.18264873
2897,0.06315405
2898,0.01542721
2899,0.016540024
2901,0.037252065
2903,0.17513303
2904,0.009028988
2905,0.024073323
2906,0.023155745
2908,0.041170675
2910,0.1766886
2913,0.002014279
2914,0.0027846023
2915,0.002014279
2917,0.0028438738
2918,0.034293227
2919,0.1938594
2920,0.047349352
2921,0.035854034
2922,0.1938594
2925,0.035631776
2926,0.029112011
2927,0.035631776
2928,0.021552734
2929,0.002014279
2930,0.009826751
2936,0.0027846023
2944,0.0027846023
2949,0.007173614
2950,0.012875234
2951,0.013720345
2952,0.031168872
2955,0.021905374
2957,0.003477201
2959,0.019932551
2960,0.016540024
2961,0.010202532
2963,0.035631776
2966,0.0027846023
2967,0.022882653
2968,0.029255755
2969,0.01191656
2970,0.08813716
2972,0.054008767
2973,0.028619856
2974,0.0027846023
2975,0.18040957
2976,0.04423202
2980,0.0027846023
2983,0.035631776
2984,0.17513303
2986,0.00450731
2988,0.028754627
2989,0.02603583
2990,0.0027846023
2991,0.10175865
2994,0.016540024
2995,0.043210946
2997,0.0146792475
3000,0.021453727
3001,0.027617225
3002,0.0027846023
3003,0.038927928
3005,0.0031298895
3007,0.0031298895
3008,0.06815243
3009,0.01737227
3011,0.00765332
3012,0.1938594
3015,0.016540024
3017,0.018445276
3019,0.06853781
3022,0.037348226
3025,0.025740767
3027,0.013307792
3028,0.017750826
3030,0.016540024
3031,0.002014279
3033,0.019928519
3035,0.03522848
3036,0.039105814
3037,0.002014279
3039,0.008120495
3041,0.1766886
3046,0.008120495
3047,0.085356526
3048,0.006958205
3050,0.05752901
3051,0.0027846023
3053,0.010202532
3055,0.17513303
3056,0.037252065
3058,0.028640283
3060,0.16438848
3062,0.01091641
3063,0.16438848
3064,0.115097225
3065,0.1938594
3067,0.041553866
3069,0.035631776
3070,0.16436605
3072,0.115097225
3073,0.014034711
3074,0.0027846023
3079,0.016540024
3080,0.1766886
3083,0.016540024
3084,0.010027548
3089,0.016540024
3093,0.002014279
3094,0.16436605
3096,0.048380826
3098,0.009838256
3100,0.017673943
3101,0.029536413
3102,0.036855627
3104,0.016644128
3105,0.051260743
3106,0.016540024
3109,0.008924419
3110,0.0035171607
3111,0.012853785
3113,0.18040957
3115,0.115097225
3116,0.016540024
3120,0.046128906
3122,0.008120495
3124,0.016540024
3128,0.008120495
3129,0.015387187
3130,0.03251733
3132,0.031269595
3133,0.02241092
3135,0.031207813
3138,0.014554299
3139,0.029727707
3140,0.16877298
3143,0.002014279
3146,0.17513303
3148,0.13175087
3149,0.17513303
3150,0.037252065
3152,0.16438848
3153,0.06770219
3154,0.035631776
3155,0.016540024
3159,0.022552844
3162,0.0027846023
3163,0.1766886
3164,0.003477201
3166,0.037252065
3167,0.022882653
3168,0.0027846023
3171,0.011393407
3172,0.042507008
3173,0.011312554
3177,0.16436605
3181,0.021552734
3183,0.16438848
3185,0.022882653
3186,0.006958205
3190,0.03858385
3192,0.0027846023
3193,0.115097225
3194,0.027617225
3195,0.03075228
3197,0.002014279
3200,0.027617225
3201,0.08403775
3206,0.06815243
3207,0.028530603
